musteri_id,yas,kullanim_suresi_ay,sozlesme_tipi,internet_hizi_mbps,ek_paket_sayisi,aylik_ucret,teknik_destek_cagrisi,fatura_gecikme_sayisi,memnuniyet_puani,musteri_no_son_hane,ayrildi_mi
10451,41,35,Aylik,16,2,266.0,3,3,10,6,1
10452,54,27,Yillik,200,2,627.0,0,0,7,7,0
10453,29,17,Yillik,100,1,335.0,1,2,7,6,0
10454,49,36,Aylik,16,1,222.0,0,0,6,4,0
10455,35,20,Yillik,25,0,191.0,1,0,10,6,0
10456,32,58,Yillik,25,1,241.0,0,0,5,9,0
10457,41,38,Aylik,100,0,333.0,0,1,10,1,0
10458,29,16,Aylik,50,2,280.0,2,1,8,8,1
10459,35,54,Iki Yillik,16,0,150.0,1,1,8,1,0
10460,26,17,Yillik,50,4,338.0,3,1,6,1,0
10461,68,65,Iki Yillik,25,1,261.0,4,1,5,4,0
10462,42,56,Aylik,25,1,261.0,0,0,9,7,0
10463,33,25,Iki Yillik,25,1,262.0,3,1,8,5,0
10464,45,5,Aylik,50,0,246.0,0,3,10,8,0
10465,41,24,Aylik,25,0,150.0,1,0,7,5,1
10466,39,8,Iki Yillik,25,2,242.0,1,1,6,4,0
10467,50,13,Aylik,25,1,238.0,0,0,10,0,0
10468,52,13,Yillik,16,1,220.0,0,1,10,7,0
10469,35,8,Aylik,100,2,412.0,0,2,7,2,0
10470,35,24,Yillik,16,0,183.0,2,0,6,1,1
10471,38,12,Iki Yillik,16,4,351.0,0,0,9,6,0
10472,18,17,Aylik,50,1,284.0,2,0,7,1,0
10473,22,14,Yillik,100,0,308.0,3,0,8,0,1
10474,60,29,Aylik,100,2,454.0,1,0,7,1,1
10475,63,27,Yillik,50,0,220.0,0,0,10,5,0
10476,39,16,Aylik,25,0,150.0,1,1,6,1,1
10477,49,30,Aylik,50,0,208.0,2,1,8,0,1
10478,46,45,Aylik,50,0,223.0,1,0,6,0,0
10479,75,2,Aylik,25,4,402.0,3,2,6,3,1
10480,57,13,Iki Yillik,100,2,419.0,2,1,6,7,0
10481,40,9,Aylik,16,2,254.0,5,0,8,5,0
10482,30,12,Aylik,200,3,611.0,1,2,9,3,1
10483,21,2,Aylik,100,2,447.0,1,3,8,5,0
10484,45,2,Aylik,50,1,257.0,0,1,7,5,0
10485,32,14,Yillik,200,0,516.0,4,0,7,8,1
10486,24,14,Iki Yillik,50,1,332.0,2,0,9,3,0
10487,34,49,Aylik,16,2,278.0,0,3,9,5,0
10488,28,23,Iki Yillik,25,2,221.0,3,1,2,9,0
10489,64,29,Yillik,16,1,153.0,0,0,6,0,0
10490,53,72,Aylik,25,2,275.0,1,1,7,6,0
10491,42,2,Yillik,50,1,238.0,1,1,8,6,0
10492,61,59,Aylik,25,2,300.0,5,0,7,0,0
10493,43,20,Yillik,25,0,189.0,0,1,8,7,0
10494,31,15,Iki Yillik,50,0,241.0,0,0,5,4,0
10495,62,13,Aylik,100,1,350.0,1,0,7,8,0
10496,49,26,Iki Yillik,16,2,321.0,1,4,9,7,0
10497,29,15,Yillik,25,2,377.0,0,1,4,2,0
10498,40,8,Aylik,16,0,161.0,0,1,10,0,0
10499,31,13,Yillik,50,2,337.0,3,1,9,2,0
10500,24,26,Aylik,16,1,219.0,2,0,7,1,1
10501,54,33,Iki Yillik,50,1,271.0,1,1,5,1,1
10502,67,63,Yillik,25,2,248.0,4,2,7,3,1
10503,24,22,Aylik,16,3,267.0,1,2,7,1,1
10504,49,47,Aylik,200,1,525.0,3,2,8,7,1
10505,34,18,Yillik,16,0,185.0,0,0,10,4,0
10506,36,20,Aylik,25,1,214.0,0,0,6,0,0
10507,34,19,Aylik,16,0,150.0,1,0,8,5,0
10508,31,24,Aylik,50,3,386.0,3,0,5,6,1
10509,43,37,Aylik,50,1,279.0,0,1,6,0,0
10510,31,14,Aylik,25,2,325.0,0,1,8,2,0
10511,46,10,Aylik,16,1,228.0,3,0,8,8,1
10512,41,38,Aylik,25,4,316.0,2,2,6,6,0
10513,39,37,Yillik,50,0,157.0,1,0,6,3,0
10514,30,52,Aylik,100,0,305.0,0,1,10,5,0
10515,35,13,Aylik,50,2,303.0,1,0,9,5,1
10516,52,17,Aylik,50,1,313.0,2,0,7,2,0
10517,49,39,Yillik,25,1,232.0,2,1,3,1,0
10518,29,14,Aylik,25,2,317.0,2,1,10,4,1
10519,43,32,Aylik,16,1,169.0,4,1,7,7,1
10520,52,18,Aylik,25,0,221.0,1,0,6,2,1
10521,20,26,Iki Yillik,25,2,303.0,2,0,6,4,0
10522,49,8,Yillik,50,1,209.0,0,0,8,2,0
10523,33,22,Yillik,50,0,281.0,3,1,8,6,0
10524,49,45,Yillik,200,2,613.0,1,3,9,5,0
10525,32,35,Yillik,16,2,274.0,1,1,5,5,0
10526,19,9,Aylik,50,1,250.0,1,1,6,0,1
10527,21,60,Yillik,100,1,420.0,2,1,10,1,0
10528,43,43,Aylik,50,2,283.0,0,3,7,5,1
10529,45,8,Yillik,25,1,262.0,0,0,7,7,0
10530,30,14,Yillik,25,1,261.0,1,0,5,4,1
10531,50,8,Aylik,16,1,181.0,1,2,8,1,1
10532,20,26,Aylik,25,1,302.0,1,0,9,4,0
10533,41,13,Aylik,50,3,378.0,1,0,9,8,0
10534,26,3,Yillik,16,2,283.0,0,0,7,5,0
10535,34,20,Yillik,25,1,179.0,1,1,8,4,0
10536,43,38,Iki Yillik,50,3,444.0,3,0,10,9,0
10537,31,22,Aylik,100,5,512.0,0,1,9,5,0
10538,37,30,Yillik,25,1,268.0,1,0,6,8,0
10539,55,24,Yillik,50,1,245.0,0,2,2,6,0
10540,35,34,Iki Yillik,25,2,256.0,1,2,8,9,0
10541,53,25,Yillik,16,0,198.0,2,0,9,2,0
10542,27,19,Aylik,25,1,268.0,0,0,5,9,1
10543,49,22,Yillik,50,0,191.0,1,1,7,9,1
10544,61,53,Yillik,200,0,558.0,2,0,6,4,0
10545,18,31,Iki Yillik,16,4,387.0,2,1,7,3,0
10546,32,9,Aylik,50,1,247.0,1,1,6,4,1
10547,50,22,Aylik,25,0,243.0,0,1,9,7,0
10548,39,26,Iki Yillik,50,0,184.0,0,0,7,5,0
10549,47,18,Yillik,16,2,239.0,2,0,5,3,0
10550,34,3,Yillik,25,2,294.0,0,1,9,4,0
10551,43,10,Aylik,100,2,390.0,0,2,5,6,1
10552,40,15,Aylik,50,1,289.0,1,0,9,7,0
10553,57,64,Yillik,25,0,196.0,1,2,9,4,0
10554,45,29,Yillik,25,2,271.0,1,3,10,1,0
10555,46,5,Aylik,25,2,307.0,0,1,7,5,0
10556,37,19,Aylik,25,2,270.0,0,0,6,8,0
10557,36,48,Iki Yillik,100,0,338.0,0,0,7,2,0
10558,36,13,Aylik,200,0,560.0,0,0,7,6,0
10559,47,40,Iki Yillik,25,3,350.0,1,1,6,7,0
10560,37,5,Aylik,25,0,215.0,3,0,6,5,1
10561,46,1,Yillik,100,0,290.0,2,0,6,2,1
10562,69,44,Iki Yillik,25,3,341.0,1,0,5,0,0
10563,53,14,Yillik,50,2,294.0,1,2,8,2,0
10564,38,15,Aylik,25,1,188.0,1,1,7,5,0
10565,58,24,Yillik,50,0,232.0,0,2,6,3,0
10566,37,28,Aylik,50,0,203.0,0,1,5,0,0
10567,18,1,Aylik,100,1,403.0,0,0,5,5,1
10568,29,12,Iki Yillik,100,1,404.0,0,2,10,0,0
10569,18,21,Yillik,25,3,256.0,1,2,6,7,0
10570,37,28,Yillik,50,0,206.0,0,0,8,2,1
10571,42,9,Aylik,100,0,279.0,2,1,7,2,1
10572,64,18,Aylik,25,0,171.0,0,0,2,0,1
10573,46,13,Aylik,16,2,276.0,1,2,10,2,0
10574,39,24,Yillik,16,1,207.0,1,1,8,6,0
10575,53,43,Yillik,25,1,212.0,3,0,6,9,1
10576,18,16,Yillik,25,1,278.0,1,2,7,7,1
10577,45,6,Iki Yillik,50,1,199.0,3,1,5,7,0
10578,52,12,Aylik,16,0,214.0,0,0,10,2,1
10579,23,59,Aylik,100,2,401.0,1,0,5,4,0
10580,57,10,Aylik,25,0,185.0,1,1,6,0,1
10581,46,7,Aylik,25,1,214.0,0,0,6,8,1
10582,37,15,Aylik,50,1,334.0,4,0,7,7,0
10583,50,19,Iki Yillik,50,0,192.0,0,0,10,9,0
10584,72,14,Aylik,25,2,278.0,3,0,10,1,1
10585,44,5,Iki Yillik,25,1,251.0,1,1,6,9,0
10586,45,26,Aylik,16,0,150.0,0,0,8,0,0
10587,36,24,Iki Yillik,50,3,338.0,3,1,7,3,0
10588,31,33,Yillik,100,2,415.0,1,0,5,8,0
10589,53,24,Iki Yillik,25,0,156.0,2,2,10,7,0
10590,31,56,Aylik,50,1,251.0,3,0,10,2,0
10591,43,35,Yillik,50,3,358.0,1,0,7,9,0
10592,36,30,Iki Yillik,16,3,328.0,0,1,10,5,0
10593,48,44,Aylik,200,2,598.0,1,0,9,8,0
10594,46,23,Aylik,100,2,458.0,1,0,7,9,1
10595,55,18,Aylik,25,1,198.0,0,1,8,7,0
10596,35,26,Iki Yillik,16,2,217.0,2,0,10,9,0
10597,38,3,Yillik,16,0,238.0,0,0,5,4,1
10598,29,23,Yillik,16,1,192.0,1,3,10,8,0
10599,36,19,Aylik,50,0,189.0,1,0,7,8,0
10600,47,28,Aylik,25,1,172.0,3,0,10,2,0
10601,52,41,Iki Yillik,100,0,368.0,3,1,7,7,0
10602,30,31,Aylik,50,1,268.0,1,1,8,3,0
10603,53,12,Yillik,50,1,271.0,1,1,7,9,0
10604,60,36,Iki Yillik,50,3,364.0,1,0,6,6,0
10605,47,57,Aylik,16,0,206.0,0,0,6,9,0
10606,66,41,Yillik,25,0,181.0,0,2,10,7,0
10607,32,7,Aylik,50,2,407.0,0,2,3,6,1
10608,26,30,Yillik,16,0,175.0,1,0,5,4,0
10609,19,8,Aylik,16,0,208.0,1,0,6,0,1
10610,61,17,Yillik,100,2,448.0,1,0,5,7,1
10611,51,27,Aylik,50,2,324.0,3,0,10,4,0
10612,41,25,Aylik,25,1,212.0,0,0,9,2,0
10613,46,41,Yillik,50,2,337.0,1,3,8,1,0
10614,27,57,Aylik,100,3,483.0,1,0,6,2,0
10615,74,29,Yillik,25,0,167.0,2,0,10,8,0
10616,44,16,Aylik,16,2,266.0,1,1,4,1,0
10617,43,3,Yillik,200,2,653.0,3,0,10,9,0
10618,51,47,Aylik,25,1,305.0,2,1,6,0,1
10619,48,19,Yillik,16,2,290.0,0,1,7,1,0
10620,45,20,Aylik,50,0,300.0,0,0,6,1,0
10621,32,21,Aylik,100,1,353.0,0,1,5,4,0
10622,48,28,Aylik,25,0,212.0,2,0,10,0,1
10623,66,29,Yillik,25,1,279.0,2,0,8,9,0
10624,59,17,Aylik,25,0,156.0,0,2,9,7,0
10625,63,19,Iki Yillik,200,4,683.0,3,1,5,1,0
10626,35,13,Iki Yillik,16,0,231.0,2,0,7,5,0
10627,29,12,Aylik,50,0,201.0,1,0,8,4,0
10628,40,12,Yillik,100,5,508.0,0,1,8,1,0
10629,43,19,Aylik,16,1,269.0,0,3,5,9,1
10630,56,10,Aylik,200,0,562.0,1,0,9,0,0
10631,20,1,Yillik,200,2,625.0,0,0,7,5,1
10632,62,15,Yillik,100,1,373.0,1,0,5,5,0
10633,40,7,Yillik,25,1,217.0,3,1,3,2,0
10634,36,22,Aylik,50,2,335.0,0,3,8,7,1
10635,29,13,Aylik,100,4,565.0,1,0,10,8,0
10636,20,28,Aylik,200,0,528.0,0,0,5,2,0
10637,53,8,Yillik,16,0,246.0,0,0,7,8,0
10638,43,4,Aylik,100,1,344.0,2,0,9,7,0
10639,25,19,Yillik,25,1,232.0,1,0,5,4,0
10640,25,15,Aylik,16,0,157.0,2,1,6,5,1
10641,38,6,Aylik,25,0,150.0,1,0,5,0,1
10642,64,35,Aylik,100,4,505.0,0,2,9,4,0
10643,39,9,Aylik,25,1,247.0,1,0,10,9,0
10644,22,11,Aylik,50,2,343.0,0,3,7,9,1
10645,39,39,Yillik,200,2,686.0,2,1,5,6,0
10646,38,29,Iki Yillik,25,0,204.0,2,1,6,0,0
10647,18,8,Aylik,50,2,365.0,2,2,6,9,1
10648,41,16,Aylik,25,2,280.0,0,1,5,8,1
10649,39,7,Aylik,25,2,336.0,2,0,7,6,1
10650,51,37,Iki Yillik,50,2,409.0,2,0,8,3,0
10651,66,37,Aylik,200,1,584.0,4,1,8,3,1
10652,57,62,Iki Yillik,50,0,200.0,0,1,7,9,0
10653,39,72,Aylik,100,2,401.0,1,2,7,6,0
10654,28,13,Aylik,16,0,180.0,1,0,7,5,0
10655,75,33,Iki Yillik,25,1,248.0,0,0,5,2,0
10656,43,3,Aylik,50,1,304.0,0,1,7,8,0
10657,42,23,Yillik,16,1,232.0,3,0,6,5,0
10658,42,28,Yillik,25,2,278.0,1,1,4,1,0
10659,45,9,Aylik,50,2,303.0,1,1,8,9,0
10660,40,12,Aylik,16,1,229.0,1,0,6,1,1
10661,35,37,Yillik,25,2,342.0,2,0,7,0,0
10662,35,28,Yillik,50,0,271.0,2,0,9,4,1
10663,42,57,Aylik,50,0,254.0,1,1,5,9,0
10664,35,53,Iki Yillik,100,0,366.0,2,0,7,5,0
10665,33,4,Aylik,50,1,267.0,0,2,4,2,1
10666,43,14,Aylik,25,1,215.0,0,2,10,3,0
10667,39,8,Aylik,200,1,539.0,0,1,4,4,1
10668,62,34,Aylik,100,1,371.0,1,0,6,3,0
10669,18,25,Aylik,25,2,263.0,0,0,10,8,0
10670,56,9,Iki Yillik,16,0,213.0,2,0,7,2,0
10671,58,10,Aylik,50,3,353.0,2,0,5,4,1
10672,18,46,Aylik,50,2,297.0,1,0,8,6,0
10673,38,15,Aylik,100,3,533.0,2,0,8,6,1
10674,37,3,Yillik,50,1,264.0,1,2,6,5,1
10675,24,8,Iki Yillik,50,2,330.0,1,1,6,8,1
10676,32,65,Aylik,200,1,581.0,0,1,6,6,1
10677,28,40,Aylik,50,2,285.0,1,0,7,3,1
10678,65,7,Aylik,16,1,259.0,1,0,3,9,0
10679,54,23,Aylik,100,2,442.0,0,0,7,8,1
10680,59,38,Aylik,25,0,242.0,2,0,10,5,0
10681,51,4,Aylik,100,0,306.0,1,0,5,0,0
10682,27,41,Aylik,200,2,613.0,1,0,6,8,0
10683,35,28,Aylik,50,0,236.0,0,0,5,6,0
10684,48,11,Aylik,50,0,244.0,1,0,8,5,1
10685,26,31,Iki Yillik,25,2,227.0,0,1,9,5,1
10686,51,25,Iki Yillik,25,1,236.0,2,0,9,3,0
10687,39,27,Yillik,25,5,363.0,1,2,5,3,0
10688,37,23,Aylik,50,1,293.0,1,1,8,2,0
10689,51,10,Aylik,100,1,300.0,1,0,10,7,0
10690,48,12,Aylik,50,0,170.0,2,0,8,7,0
10691,37,17,Yillik,16,0,199.0,1,1,8,1,0
10692,57,21,Aylik,50,1,261.0,1,1,6,4,1
10693,28,32,Iki Yillik,100,3,430.0,5,1,7,8,0
10694,50,66,Iki Yillik,50,2,369.0,1,0,9,8,0
10695,50,24,Aylik,50,1,291.0,0,1,8,6,0
10696,38,32,Yillik,100,0,361.0,2,0,5,3,1
10697,46,37,Aylik,50,1,274.0,0,2,6,3,1
10698,26,33,Aylik,25,1,326.0,2,2,9,9,0
10699,54,10,Aylik,100,0,309.0,3,0,8,6,1
10700,40,48,Aylik,16,0,231.0,0,1,7,2,0
10701,35,44,Iki Yillik,200,0,518.0,1,0,6,2,0
10702,56,23,Aylik,16,2,202.0,0,0,9,4,0
10703,33,10,Aylik,16,1,232.0,1,1,10,5,1
10704,24,21,Yillik,100,1,386.0,2,1,9,7,0
10705,22,5,Yillik,25,1,196.0,3,0,10,0,0
10706,50,52,Aylik,50,2,293.0,1,1,6,6,1
10707,25,12,Iki Yillik,100,2,419.0,1,0,6,7,0
10708,65,17,Yillik,100,1,387.0,1,0,7,4,0
10709,18,50,Aylik,200,1,479.0,0,0,7,9,0
10710,64,46,Aylik,25,1,269.0,1,1,10,1,0
10711,45,26,Aylik,50,1,263.0,1,1,9,3,0
10712,41,57,Iki Yillik,16,3,259.0,2,0,8,5,0
10713,35,9,Yillik,25,1,265.0,1,0,4,8,1
10714,47,26,Iki Yillik,100,0,329.0,0,0,4,1,0
10715,42,9,Aylik,25,2,320.0,3,0,7,3,1
10716,56,42,Aylik,50,2,340.0,1,1,9,9,0
10717,43,41,Aylik,50,1,280.0,1,1,7,4,0
10718,44,60,Aylik,50,4,410.0,1,1,10,7,0
10719,37,21,Yillik,200,2,627.0,0,0,5,7,1
10720,41,71,Yillik,16,1,201.0,2,2,5,1,0
10721,46,9,Aylik,50,1,250.0,1,3,6,5,1
10722,20,20,Aylik,100,2,441.0,0,2,6,5,0
10723,24,9,Aylik,50,1,275.0,2,2,8,4,0
10724,52,24,Aylik,16,1,217.0,1,0,6,7,0
10725,44,10,Aylik,50,1,318.0,2,0,4,9,0
10726,40,42,Aylik,25,0,184.0,2,0,9,1,0
10727,42,29,Aylik,16,0,171.0,2,0,4,1,1
10728,47,8,Aylik,100,0,309.0,1,1,5,6,1
10729,35,36,Aylik,50,3,385.0,0,2,4,8,1
10730,32,55,Aylik,200,0,532.0,3,1,7,2,0
10731,45,30,Yillik,100,1,407.0,2,2,7,6,0
10732,29,6,Aylik,50,2,305.0,0,0,10,2,0
10733,47,18,Iki Yillik,16,1,199.0,1,0,9,5,0
10734,20,33,Aylik,25,1,260.0,0,2,10,2,1
10735,55,17,Aylik,16,1,224.0,5,1,8,0,1
10736,48,9,Aylik,100,1,343.0,0,0,5,5,1
10737,45,45,Aylik,16,1,261.0,0,1,7,2,0
10738,55,17,Iki Yillik,25,2,218.0,0,3,8,0,0
10739,64,55,Aylik,50,0,262.0,0,0,8,4,1
10740,55,14,Iki Yillik,25,2,233.0,0,0,6,7,0
10741,18,16,Iki Yillik,25,0,254.0,1,1,8,7,0
10742,25,13,Yillik,50,1,226.0,0,0,5,7,0
10743,34,18,Yillik,16,2,301.0,1,1,5,2,1
10744,42,28,Yillik,16,1,213.0,1,0,5,7,0
10745,49,9,Aylik,25,2,265.0,5,0,7,3,1
10746,33,8,Yillik,50,1,286.0,3,0,5,7,1
10747,44,4,Aylik,50,2,347.0,2,0,6,2,0
10748,32,4,Aylik,25,0,156.0,1,0,9,2,0
10749,34,6,Aylik,50,2,296.0,1,2,5,0,1
10750,24,14,Yillik,25,1,255.0,0,1,6,7,0
10751,30,23,Iki Yillik,200,1,505.0,0,0,7,7,0
10752,24,27,Aylik,16,0,150.0,0,1,7,8,1
10753,29,23,Iki Yillik,50,3,476.0,1,1,6,5,0
10754,56,51,Aylik,100,1,341.0,0,1,8,1,0
10755,30,61,Aylik,100,2,460.0,3,1,8,0,0
10756,75,17,Aylik,16,2,240.0,1,1,9,7,0
10757,48,9,Aylik,25,3,340.0,4,0,7,9,1
10758,44,72,Aylik,50,0,258.0,0,1,6,3,0
10759,31,44,Aylik,16,0,210.0,1,1,6,6,1
10760,51,42,Yillik,100,1,368.0,0,1,8,9,0
10761,35,13,Aylik,50,3,440.0,1,0,6,3,0
10762,44,36,Aylik,50,0,214.0,2,0,6,0,0
10763,75,23,Iki Yillik,16,2,269.0,0,1,6,7,0
10764,41,19,Yillik,50,3,379.0,0,2,6,9,0
10765,57,19,Aylik,50,1,241.0,0,1,7,8,0
10766,33,29,Aylik,100,0,320.0,0,0,4,9,0
10767,42,52,Iki Yillik,16,3,311.0,0,0,8,8,0
10768,65,72,Yillik,16,5,380.0,1,0,8,8,0
10769,34,15,Aylik,25,2,363.0,3,1,6,3,1
10770,66,24,Aylik,16,1,186.0,0,1,10,8,1
10771,51,19,Yillik,50,2,366.0,1,2,7,3,0
10772,35,28,Aylik,100,2,450.0,0,0,4,1,0
10773,50,17,Iki Yillik,25,1,232.0,1,0,6,9,0
10774,55,12,Aylik,100,2,390.0,0,0,7,2,0
10775,50,15,Yillik,16,2,234.0,2,1,8,1,0
10776,22,13,Aylik,16,1,197.0,1,0,7,0,1
10777,33,18,Aylik,16,2,198.0,1,2,5,5,0
10778,39,7,Iki Yillik,25,0,152.0,2,0,5,3,1
10779,41,14,Aylik,100,1,323.0,2,1,6,6,1
10780,50,28,Yillik,16,1,263.0,1,0,6,6,0
10781,44,27,Aylik,50,1,302.0,2,0,5,9,0
10782,25,25,Aylik,25,1,260.0,2,0,6,0,1
10783,47,49,Aylik,200,0,541.0,0,0,8,8,0
10784,50,28,Yillik,16,1,221.0,0,1,10,7,0
10785,49,48,Aylik,25,2,329.0,3,0,8,9,0
10786,56,72,Aylik,16,1,194.0,1,0,9,0,0
10787,53,37,Aylik,25,3,326.0,0,1,9,7,0
10788,48,7,Yillik,25,1,259.0,1,0,9,4,0
10789,41,25,Yillik,100,0,284.0,2,1,6,0,0
10790,20,23,Aylik,50,1,388.0,1,0,7,3,0
10791,48,55,Aylik,50,0,236.0,3,0,6,6,0
10792,45,19,Iki Yillik,50,0,240.0,1,2,7,4,0
10793,46,11,Aylik,16,2,304.0,0,0,7,2,0
10794,25,14,Iki Yillik,25,0,220.0,2,0,8,3,0
10795,28,7,Iki Yillik,200,3,656.0,0,1,8,1,0
10796,56,1,Yillik,100,2,425.0,1,2,7,7,0
10797,41,69,Aylik,100,0,277.0,2,2,7,1,0
10798,51,21,Iki Yillik,100,0,311.0,3,0,8,5,0
10799,42,7,Yillik,16,1,234.0,1,1,8,6,0
10800,42,58,Yillik,25,1,248.0,0,1,4,6,1
10801,54,64,Aylik,16,3,348.0,0,1,5,0,0
10802,35,23,Aylik,25,0,183.0,2,1,9,7,1
10803,43,6,Aylik,16,1,167.0,1,0,7,8,0
10804,36,14,Aylik,50,2,362.0,1,0,6,6,0
10805,36,17,Yillik,50,0,285.0,2,1,6,7,1
10806,38,21,Aylik,100,2,451.0,3,0,6,3,1
10807,45,8,Aylik,50,2,319.0,3,0,8,7,1
10808,36,39,Aylik,200,1,602.0,0,1,5,2,1
10809,58,2,Yillik,16,2,380.0,1,2,7,0,0
10810,30,43,Iki Yillik,16,3,309.0,1,1,7,7,0
10811,40,49,Aylik,50,0,189.0,1,1,8,5,0
10812,36,16,Aylik,25,2,257.0,3,3,7,8,0
10813,61,20,Aylik,25,0,209.0,1,0,8,2,1
10814,45,53,Yillik,25,4,311.0,1,1,6,7,0
10815,55,32,Yillik,25,5,418.0,0,0,5,8,0
10816,23,16,Iki Yillik,50,0,248.0,0,0,10,8,0
10817,45,17,Aylik,25,0,241.0,1,0,6,6,0
10818,54,29,Iki Yillik,50,0,281.0,3,1,7,9,0
10819,43,66,Aylik,50,0,265.0,0,0,8,2,0
10820,56,18,Yillik,25,0,150.0,0,0,10,2,0
10821,35,16,Aylik,25,1,265.0,0,0,6,1,0
10822,60,21,Iki Yillik,16,1,240.0,2,0,5,0,0
10823,72,21,Yillik,25,0,196.0,0,1,5,1,1
10824,37,26,Yillik,50,2,264.0,0,1,10,4,0
10825,36,20,Iki Yillik,100,2,393.0,0,0,5,0,0
10826,61,45,Aylik,50,3,329.0,0,0,7,9,0
10827,63,10,Aylik,25,1,162.0,1,1,5,3,0
10828,35,28,Iki Yillik,50,3,370.0,1,0,4,9,0
10829,37,29,Aylik,50,2,297.0,0,0,6,9,1
10830,38,11,Aylik,50,0,327.0,2,2,5,0,1
10831,25,28,Aylik,50,1,274.0,1,1,6,9,0
10832,30,29,Yillik,50,0,280.0,0,0,10,7,1
10833,29,1,Aylik,50,1,225.0,2,0,8,4,0
10834,32,9,Aylik,50,1,261.0,0,0,9,9,0
10835,42,56,Aylik,16,0,174.0,1,1,9,3,1
10836,45,13,Aylik,50,2,293.0,0,2,7,2,0
10837,62,7,Iki Yillik,16,3,291.0,2,0,6,8,0
10838,29,3,Iki Yillik,16,2,253.0,2,1,7,5,0
10839,55,8,Yillik,200,3,647.0,2,0,7,0,0
10840,39,19,Aylik,200,3,720.0,0,0,6,7,0
10841,41,7,Iki Yillik,16,0,184.0,2,0,7,9,0
10842,51,33,Aylik,25,2,294.0,2,2,6,1,0
10843,27,11,Aylik,16,0,189.0,2,2,7,8,1
10844,47,26,Iki Yillik,50,2,346.0,1,0,6,6,0
10845,44,51,Yillik,100,1,372.0,1,2,5,2,0
10846,48,49,Yillik,200,1,554.0,0,0,3,3,0
10847,46,26,Yillik,50,0,241.0,1,0,5,2,0
10848,74,8,Aylik,25,2,318.0,2,0,10,5,0
10849,34,20,Aylik,50,0,274.0,1,1,6,8,1
10850,35,26,Yillik,25,1,224.0,1,0,8,9,0
10851,34,72,Aylik,100,0,357.0,1,0,3,8,1
10852,35,3,Aylik,100,1,368.0,1,1,5,0,0
10853,34,20,Yillik,50,3,371.0,1,0,4,9,1
10854,57,32,Yillik,25,2,261.0,0,2,7,5,0
10855,60,22,Aylik,25,0,181.0,1,0,10,0,0
10856,35,24,Yillik,16,1,262.0,3,0,8,3,0
10857,31,11,Iki Yillik,100,1,378.0,2,1,10,6,0
10858,48,39,Yillik,25,1,237.0,2,0,7,3,0
10859,35,21,Aylik,25,2,227.0,1,0,10,8,0
10860,50,24,Aylik,50,1,269.0,0,0,10,9,0
10861,45,41,Aylik,100,0,322.0,0,1,7,4,0
10862,22,16,Aylik,16,1,186.0,1,0,6,8,0
10863,62,47,Aylik,100,0,331.0,3,2,4,0,1
10864,65,7,Aylik,100,0,315.0,3,1,6,3,1
10865,34,25,Aylik,200,2,613.0,2,2,7,6,1
10866,37,11,Iki Yillik,25,1,237.0,1,1,10,1,0
10867,46,8,Aylik,25,1,199.0,1,1,5,8,1
10868,46,65,Yillik,25,3,309.0,3,0,7,2,0
10869,51,7,Yillik,25,1,235.0,0,1,4,3,0
10870,68,22,Aylik,16,1,257.0,1,1,6,3,1
10871,40,7,Iki Yillik,50,1,289.0,0,0,8,7,0
10872,32,45,Yillik,50,0,212.0,1,0,8,1,0
10873,24,15,Aylik,100,4,524.0,0,1,8,4,0
10874,32,41,Yillik,16,0,230.0,1,0,8,1,0
10875,42,31,Aylik,50,0,267.0,0,0,8,5,0
10876,65,72,Yillik,100,0,349.0,0,1,7,8,0
10877,35,5,Aylik,100,1,400.0,0,1,5,8,1
10878,45,9,Iki Yillik,100,0,380.0,0,0,3,0,0
10879,42,40,Aylik,50,0,273.0,1,0,6,3,0
10880,57,26,Yillik,100,0,350.0,1,1,7,3,0
10881,75,17,Aylik,25,1,270.0,2,0,9,0,0
10882,35,69,Yillik,50,2,287.0,2,1,7,9,0
10883,36,21,Yillik,16,0,150.0,2,1,7,1,0
10884,56,11,Aylik,16,1,221.0,0,0,8,5,1
10885,51,41,Yillik,25,1,235.0,0,0,6,9,0
10886,66,21,Aylik,16,2,241.0,1,0,9,2,0
10887,50,22,Iki Yillik,25,1,261.0,0,2,10,8,0
10888,37,33,Aylik,16,1,150.0,1,1,10,2,0
10889,50,34,Iki Yillik,16,2,242.0,0,0,7,2,0
10890,56,9,Yillik,100,1,358.0,0,1,8,8,0
10891,53,17,Aylik,16,0,150.0,3,0,10,2,0
10892,49,6,Aylik,50,0,287.0,1,1,7,5,1
10893,56,26,Aylik,16,0,150.0,2,2,8,5,1
10894,57,64,Iki Yillik,100,0,309.0,2,0,5,0,0
10895,60,9,Aylik,100,2,452.0,0,1,6,6,1
10896,50,5,Yillik,50,4,438.0,0,0,9,8,0
10897,40,12,Yillik,50,0,196.0,1,0,6,8,0
10898,44,17,Aylik,16,2,284.0,1,1,7,8,0
10899,58,34,Yillik,200,2,620.0,0,0,4,1,0
10900,31,16,Aylik,100,0,412.0,0,0,10,0,0
10901,47,27,Aylik,100,0,344.0,4,2,9,5,1
10902,37,14,Yillik,50,2,320.0,0,0,7,5,0
10903,42,18,Aylik,25,3,293.0,0,1,8,3,0
10904,59,11,Aylik,100,0,304.0,0,1,8,7,0
